team_abbreviation,full_team_name,tag,region,country,country_code,rank,score,record,earnings,founded_year,game,logo_url
Z1B8,flopperfishers,Z1B8,Game Changers,International,,91,1417.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1HV,LUA Gaming,A1HV,Game Changers,Spain,es,92,1417.0,6–3,0.0,,Valorant,https://owcdn.net/img/6657fb2ba00ba.png
A1BU,Aurora Ascend,A1BU,Game Changers,International,,93,1417.0,0–0,163.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1GZ,Balut Warriors,M1GZ,Game Changers,Australia,au,94,1416.0,6–4,329.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1KW,LVENGERS,A1KW,Game Changers,International,,95,1416.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1II,Tyrant FE,X1II,Game Changers,Philippines,ph,96,1416.0,4–2,0.0,,Valorant,https://owcdn.net/img/61d95c0ea2c8b.png
T1HW,axolotls and chips,T1HW,Game Changers,Europe,,97,1416.0,5–4,0.0,,Valorant,https://owcdn.net/img/6682212da7d60.png
B1Q0,Axolotl Esports GC,B1Q0,Game Changers,Italy,it,98,1415.0,4–0,0.0,,Valorant,https://owcdn.net/img/61239f7eceb75.png
Q1EA,sanrio fighters,Q1EA,Game Changers,Europe,,99,1415.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1HK,ASTANE GC,Z1HK,Game Changers,United States,us,100,1415.0,4–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1DG,101 Outlaws,X1DG,Game Changers,Taiwan,,101,1415.0,10–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1NS,Blue Orchid,Z1NS,Game Changers,International,,102,1415.0,5–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1NU,Lost Puppies LUNA,V1NU,Game Changers,Europe,,103,1415.0,5–2,0.0,,Valorant,https://owcdn.net/img/67ca1dc9c97b3.png
W1NU,Kardeşler Kebap Saloon,W1NU,Game Changers,Turkey,tr,104,1415.0,5–2,0.0,,Valorant,https://owcdn.net/img/67a2fd1ff305e.png
A1DT,The Boys,A1DT,Game Changers,United States,us,105,1414.0,0–2,0.0,,Valorant,https://owcdn.net/img/65e7d6e32e35e.png
Z1EV,Kirbee Squad,Z1EV,Game Changers,United States,us,106,1413.0,9–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1H2,Tu Mama,X1H2,Game Changers,United States,us,107,1413.0,4–1,250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1KB,Killer Angel Girls ESC,A1KB,Game Changers,China,cn,108,1413.0,3–2,8400.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1BT,UNSW Purr,T1BT,Game Changers,Australia,au,109,1413.0,0–0,228.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1MB,Killer Kittensss,Y1MB,Game Changers,International,,110,1413.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1I9,Last Second,Z1I9,Game Changers,Europe,,111,1413.0,4–2,0.0,,Valorant,https://owcdn.net/img/66883d62db573.png
M1K6,HyperSpeed Red,M1K6,Game Changers,United States,us,112,1412.0,12–6,250.0,,Valorant,https://owcdn.net/img/6719cb41842dd.png
V1KA,Nova Esports GC,V1KA,Game Changers,China,cn,113,1412.0,4–3,2100.0,,Valorant,https://owcdn.net/img/6404c0174250b.png
B18P,DetonatioN FocusMe GC,B18P,Game Changers,Japan,jp,114,1412.0,6–4,1050.0,,Valorant,https://owcdn.net/img/63972e548cdc9.png
Q1NQ,Siko Esports GC,Q1NQ,Game Changers,Europe,,115,1411.0,8–5,525.0,,Valorant,https://owcdn.net/img/652e930a3b8c2.png
Y1ID,Blahaj Tactics,Y1ID,Game Changers,United States,us,116,1411.0,4–1,250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1ED,Aurum,V1ED,Game Changers,Europe,,117,1411.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1FD,minions united,M1FD,Game Changers,United States,us,118,1410.0,13–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1IH,ECHO Aura,A1IH,Game Changers,Singapore,sg,119,1410.0,7–6,250.0,,Valorant,https://owcdn.net/img/6688cad5009ea.png
V1NL,Minecraft123,V1NL,Game Changers,United States,us,120,1410.0,4–1,250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1EV,Getting Info,X1EV,Game Changers,United States,us,121,1410.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1NT,TN1GHT Clan Female,V1NT,Game Changers,International,,122,1409.0,5–2,0.0,,Valorant,https://owcdn.net/img/679dbc13ba297.png
Y1EH,Panic! At the Discord,Y1EH,Game Changers,United Kingdom,gb,123,1409.0,2–2,0.0,,Valorant,https://owcdn.net/img/660cd4df9ddab.png
Z1KX,R8 Blue,Z1KX,Game Changers,Saudi Arabia,,124,1409.0,5–6,6655.0,,Valorant,https://owcdn.net/img/65cfb387a8a30.png
V1IF,Not Your Business Female,V1IF,Game Changers,Indonesia,id,125,1409.0,4–2,0.0,,Valorant,https://owcdn.net/img/62e51f6a8fcd2.png
W1NZ,DEFIENT GC,W1NZ,Game Changers,International,,126,1409.0,4–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1NS,Myth Esports,X1NS,Game Changers,Netherlands,,127,1409.0,4–2,0.0,,Valorant,https://owcdn.net/img/67ace62e0b7c7.png
V1GU,Silly Squad,V1GU,Game Changers,International,,128,1409.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1ID,Raven's Retirement Home,Q1ID,Game Changers,United States,us,129,1409.0,4–1,250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1P7,wiwiwi,B1P7,Game Changers,International,,130,1408.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1FZ,Dangerous Rose,Y1FZ,Game Changers,Thailand,th,131,1408.0,4–2,250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1P6,MARA Bitxi,V1P6,Game Changers,International,,132,1408.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1I2,ForsaKen,A1I2,Game Changers,France,fr,133,1408.0,7–6,0.0,,Valorant,https://owcdn.net/img/66883d31ac0d9.png
Z1KW,Parma Esports,Z1KW,Game Changers,Italy,it,134,1407.0,10–7,0.0,,Valorant,https://owcdn.net/img/67d7ce78d398c.png
Z1O8,KTANA GC,Z1O8,Game Changers,Mexico,,135,1407.0,5–3,0.0,,Valorant,https://owcdn.net/img/67174040b82f5.png
V1MB,Silly Kittens Gaming,V1MB,Game Changers,International,,136,1406.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1FZ,Kayeejai,T1FZ,Game Changers,Thailand,th,137,1406.0,10–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1I7,Crvena zvezda Esports,M1I7,Game Changers,Serbia,,138,1406.0,10–7,0.0,,Valorant,https://owcdn.net/img/668f5ab1ba568.png
B1AN,Trace Esports GC,B1AN,Game Changers,China,cn,139,1406.0,3–2,13797.0,,Valorant,https://owcdn.net/img/6433a2cc3ae72.png
M1NS,F9 Iris,M1NS,Game Changers,France,fr,140,1405.0,5–4,0.0,,Valorant,https://owcdn.net/img/679e3746ab0d2.png
X1OA,RET,X1OA,Game Changers,Brazil,br,141,1405.0,7–4,1507.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1GF,Sasanqua,B1GF,Game Changers,Japan,jp,142,1405.0,4–3,0.0,,Valorant,https://owcdn.net/img/62e3870461b40.png
M1IX,ColdHearts GC,M1IX,Game Changers,United States,us,143,1404.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1KA,DaiZhu,A1KA,Game Changers,China,cn,144,1404.0,2–1,700.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1KV,DSM-5,Q1KV,Game Changers,International,,145,1404.0,5–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1P6,Plant And Pray,Q1P6,Game Changers,Singapore,sg,146,1404.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NV,SP Esports Female,Q1NV,Game Changers,International,,147,1404.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1I9,GnG Amazigh White,V1I9,Game Changers,Tunisia,,148,1404.0,3–2,0.0,,Valorant,https://owcdn.net/img/666103a2aa45c.png
A1FZ,Blue Butterflies,A1FZ,Game Changers,International,,149,1403.0,6–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1EW,Glass Ceiling,T1EW,Game Changers,United States,us,150,1403.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1EB,Elektra GC,W1EB,Game Changers,Europe,,151,1403.0,0–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1H3,RITUAL RED,Z1H3,Game Changers,United States,us,152,1403.0,4–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1CA,DREAMLAND,A1CA,Game Changers,United States,us,153,1403.0,0–0,250.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1EH,Invicta,W1EH,Game Changers,Europe,,154,1402.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NM,Sealiously,Y1NM,Game Changers,United States,us,155,1402.0,3–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1N6,Zen eSports GC,M1N6,Game Changers,Chile,,156,1402.0,2–2,0.0,,Valorant,https://owcdn.net/img/6434f4811e5d6.png
Q1NX,PCIFIC Waves,Q1NX,Game Changers,Turkey,tr,157,1402.0,4–3,0.0,,Valorant,https://owcdn.net/img/673f9ccbeda3e.png
A1NQ,RIZON Sugar,A1NQ,Game Changers,Germany,de,158,1401.0,7–5,0.0,,Valorant,https://owcdn.net/img/664a4548d2e71.png
M1NT,hawk2a,M1NT,Game Changers,International,,159,1401.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1PC,MYVRA GC,X1PC,Game Changers,International,,160,1400.0,2–2,0.0,,Valorant,https://owcdn.net/img/65d5cfb7cbe17.png
V1BC,Underground Starlets,V1BC,Game Changers,Saudi Arabia,,161,1400.0,0–0,0.0,,Valorant,https://owcdn.net/img/64c2209fae15f.png
Q1GZ,DXA Esports GC,Q1GZ,Game Changers,Australia,au,162,1400.0,9–5,499.0,,Valorant,https://owcdn.net/img/65e94da644ec5.png
B1F8,Astral team,B1F8,Game Changers,Chile,,163,1400.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y19I,SUPER SHY,Y19I,Game Changers,Germany,de,164,1399.0,0–0,540.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1PR,Baile de Monique,A1PR,Game Changers,Brazil,br,165,1399.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1LN,Berzerkers Dawn,V1LN,Game Changers,United States,us,166,1399.0,15–10,1000.0,,Valorant,https://owcdn.net/img/6793386686460.png
Z1NY,Oserv Esport GC,Z1NY,Game Changers,France,fr,167,1399.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V19R,I Need More Bullets,V19R,Game Changers,International,,168,1399.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1NV,CICADAS Krew,V1NV,Game Changers,France,fr,169,1399.0,4–3,0.0,,Valorant,https://owcdn.net/img/67666caecba35.png
Y1KV,BoostGate Esports,Y1KV,Game Changers,Turkey,tr,170,1399.0,9–7,0.0,,Valorant,https://owcdn.net/img/673f9d1004ec4.png
Q19I,One More Aves,Q19I,Game Changers,Morocco,,171,1398.0,0–0,0.0,,Valorant,https://owcdn.net/img/65bc1a4ce2260.png
X1IH,Panny Sitter,X1IH,Game Changers,Thailand,th,172,1398.0,8–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1NM,HyperSpeed White,T1NM,Game Changers,United States,us,173,1398.0,7–6,0.0,,Valorant,https://owcdn.net/img/67a04c1c2dcab.png
X1NY,Better E-Sport,X1NY,Game Changers,Europe,,174,1398.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1KU,TTL,M1KU,Game Changers,Europe,,175,1397.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1NV,EXALTY GC,T1NV,Game Changers,France,fr,176,1397.0,4–3,0.0,,Valorant,https://owcdn.net/img/67c39cd6cf25b.png
Y1HG,Nuclear GC,Y1HG,Game Changers,South Korea,kr,177,1397.0,6–4,1087.0,,Valorant,https://owcdn.net/img/652e0f95e3db2.png
Z1KF,meowtastic,Z1KF,Game Changers,International,,178,1397.0,6–3,0.0,,Valorant,https://owcdn.net/img/66fcdbd681ea0.png
Z1IC,Veni Venom,Z1IC,Game Changers,Germany,de,179,1397.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1NV,Veni Esports GC,X1NV,Game Changers,International,,180,1396.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1NX,Southpaw,W1NX,Game Changers,Europe,,181,1396.0,4–3,0.0,,Valorant,https://owcdn.net/img/67a050bdd5cf0.png
Q1KW,VAY eSports FEM,Q1KW,Game Changers,Spain,es,182,1396.0,7–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1NZ,EKO Esports GC,A1NZ,Game Changers,Italy,it,183,1396.0,7–5,0.0,,Valorant,https://owcdn.net/img/67d7dd1826748.png
A1NV,SYFN GC,A1NV,Game Changers,International,,184,1396.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1GU,Erah Esport GC,Q1GU,Game Changers,International,,185,1396.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NS,Guinea Pink Silkie,Y1NS,Game Changers,Spain,es,186,1396.0,6–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1NT,Dragon Seekers,B1NT,Game Changers,International,,187,1396.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1NW,PULSAR GC,V1NW,Game Changers,International,,188,1396.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1IY,Brickville,W1IY,Game Changers,United States,us,189,1396.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1NU,NSM,X1NU,Game Changers,International,,190,1396.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1IC,HeX eSports,Y1IC,Game Changers,Germany,de,191,1396.0,3–2,0.0,,Valorant,https://owcdn.net/img/66883e4e1acb8.png
T1ID,ballcake23,T1ID,Game Changers,United States,us,192,1395.0,3–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NZ,GBX Vortex,Y1NZ,Game Changers,International,,193,1395.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T19S,Kale's Kittens,T19S,Game Changers,International,,194,1395.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1NT,Sakura Scorpions,T1NT,Game Changers,International,,195,1395.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1MC,Mini Haddock Meal,Y1MC,Game Changers,International,,196,1395.0,6–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V19T,team geraldo,V19T,Game Changers,International,,197,1395.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1I8,Acient Freya,B1I8,Game Changers,Europe,,198,1395.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1CH,Neons Quartz,Z1CH,Game Changers,International,,199,1395.0,0–0,0.0,,Valorant,https://owcdn.net/img/6580d702c333f.png
Y1Q1,Eclipse Esport,Y1Q1,Game Changers,Italy,it,200,1394.0,3–2,0.0,,Valorant,https://owcdn.net/img/67d7de53b4a66.png
A1NX,OEEA,A1NX,Game Changers,International,,201,1394.0,4–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1O7,Resilience Esports,Y1O7,Game Changers,Mexico,,202,1393.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1PC,Prosperity Incarnate,Z1PC,Game Changers,United States,us,203,1393.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W19I,Athena,W19I,Game Changers,Europe,,204,1393.0,0–0,0.0,,Valorant,https://owcdn.net/img/64fc00b0d4a7a.png
T1HV,Supernova,T1HV,Game Changers,Spain,es,205,1392.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1P7,Women Love Women,X1P7,Game Changers,Malaysia,my,206,1392.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1DQ,Bumble Bees,V1DQ,Game Changers,International,,207,1392.0,12–9,0.0,,Valorant,https://owcdn.net/img/66b6512e8ee82.png
V1KE,Day by Day,V1KE,Game Changers,International,,208,1392.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1GT,Vienna Range,Z1GT,Game Changers,Europe,,209,1392.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1NT,Team Divergentes GC,Z1NT,Game Changers,Europe,,210,1392.0,5–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1G3,9to5 workers,W1G3,Game Changers,India,,211,1392.0,2–1,3000.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1IJ,PAL GC,T1IJ,Game Changers,Japan,jp,212,1392.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B18A,bb.w7m,B18A,Game Changers,Brazil,br,213,1392.0,0–0,1672.0,,Valorant,https://owcdn.net/img/63e1345bc9acd.png
Y18O,IGZIST Female,Y18O,Game Changers,Japan,jp,214,1392.0,0–0,0.0,,Valorant,https://owcdn.net/img/61b3107a6a139.png
V1P5,NYX,V1P5,Game Changers,International,,215,1391.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1JH,Korosu's retirement home,B1JH,Game Changers,United States,us,216,1391.0,2–1,625.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1NQ,Ingenious GC,Z1NQ,Game Changers,International,,217,1391.0,4–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1BN,Goodateverything,M1BN,Game Changers,United States,us,218,1391.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1FE,Serendipity,X1FE,Game Changers,United States,us,219,1391.0,3–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1EW,smart fellas,W1EW,Game Changers,United States,us,220,1391.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1B8,Lasagna Gaming,Q1B8,Game Changers,International,,221,1390.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1E7,On Sight,Q1E7,Game Changers,Europe,,222,1390.0,8–7,271.0,,Valorant,https://owcdn.net/img/66883daf3d71a.png
T1GF,O2 esports,T1GF,Game Changers,Japan,jp,223,1390.0,4–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1ID,Detox GC,W1ID,Game Changers,United States,us,224,1390.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1IA,Ravens,T1IA,Game Changers,Europe,,225,1390.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1G0,Ubur Ubur Ikan Lele,W1G0,Game Changers,International,,226,1389.0,6–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1O0,Chronic,M1O0,Game Changers,United States,us,227,1389.0,2–3,0.0,,Valorant,https://owcdn.net/img/67abfade39b91.png
B1E8,Morekats Aurora,B1E8,Game Changers,Europe,,228,1389.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1FY,Da Mous,V1FY,Game Changers,International,,229,1389.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1MC,5STARS GC,X1MC,Game Changers,Europe,,230,1389.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1FX,PSEUDO,Y1FX,Game Changers,International,,231,1388.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1I9,Last9,W1I9,Game Changers,Europe,,232,1388.0,2–2,0.0,,Valorant,https://owcdn.net/img/6695f4324ac09.png
W1NL,SaD retirement home,W1NL,Game Changers,United States,us,233,1388.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1KV,ODIOUS Esport,W1KV,Game Changers,France,fr,234,1388.0,3–3,0.0,,Valorant,https://owcdn.net/img/6735773920fbb.png
M1O7,MichiLovers GC,M1O7,Game Changers,Mexico,,235,1387.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1AL,HaoXiang Gaming,V1AL,Game Changers,China,cn,236,1387.0,2–2,3792.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1P8,GMP Girls,T1P8,Game Changers,International,,237,1387.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1B4,só tenho w,X1B4,Game Changers,Brazil,br,238,1387.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1OF,Melilla Titans Aura,V1OF,Game Changers,Spain,es,239,1387.0,1–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1OZ,The Spark WR,B1OZ,Game Changers,International,,240,1387.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V19Y,Swat Esports,V19Y,Game Changers,Saudi Arabia,,241,1387.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1IX,water gun warriors,T1IX,Game Changers,United States,us,242,1387.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1F8,Las Jubiladas,T1F8,Game Changers,Chile,,243,1387.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1PR,Pink Beyond,V1PR,Game Changers,Brazil,br,244,1387.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1I2,F9 Wonders,Z1I2,Game Changers,France,fr,245,1387.0,5–4,0.0,,Valorant,https://owcdn.net/img/6072481dc9f12.png
A1LO,Xzile Rogue,A1LO,Game Changers,International,,246,1386.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NZ,FRG Sirens,Q1NZ,Game Changers,International,,247,1386.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1I8,Soul society,A1I8,Game Changers,Europe,,248,1386.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1HR,XProjekt Lioness,M1HR,Game Changers,Morocco,,249,1386.0,8–7,0.0,,Valorant,https://owcdn.net/img/6661032e7085b.png
A1HW,BLAZE,A1HW,Game Changers,Europe,,250,1386.0,3–3,445.0,,Valorant,https://owcdn.net/img/6659530053090.png
B1PR,"Aposentadas, né?",B1PR,Game Changers,Brazil,br,251,1386.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1KB,Dragon,Z1KB,Game Changers,China,cn,252,1386.0,3–2,1050.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1PR,Interestelar,Y1PR,Game Changers,Brazil,br,253,1386.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1Q0,TwentyStars GC,M1Q0,Game Changers,Italy,it,254,1386.0,2–2,0.0,,Valorant,https://owcdn.net/img/67d7cf2a1c200.png
B1P8,Apocalypse,B1P8,Game Changers,International,,255,1386.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1KV,Sync,B1KV,Game Changers,International,,256,1386.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1O8,Legiowon Puff,Y1O8,Game Changers,Mexico,,257,1385.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1GF,Insomnia GC,Y1GF,Game Changers,Japan,jp,258,1385.0,4–4,0.0,,Valorant,https://owcdn.net/img/62e4c81144c03.png
Z1HU,Team Kuara Ladies,Z1HU,Game Changers,Turkey,tr,259,1385.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1EW,Van Lyn Frost,A1EW,Game Changers,United States,us,260,1385.0,4–4,0.0,,Valorant,https://owcdn.net/img/66061ca8969ea.png
M1I8,Idynomashimi,M1I8,Game Changers,France,fr,261,1385.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1P6,Blue Eyes White Dragon GC,Z1P6,Game Changers,Vietnam,vn,262,1385.0,3–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1KR,SSP Numina,Z1KR,Game Changers,Germany,de,263,1385.0,11–15,0.0,,Valorant,https://owcdn.net/img/61f8edbda9d01.png
M1I9,Exanimis,M1I9,Game Changers,Czech Republic,,264,1385.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1GG,Meteor,X1GG,Game Changers,Japan,jp,265,1385.0,6–5,659.0,,Valorant,https://owcdn.net/img/661cd22e1fda6.png
B1GT,TLS FEM,B1GT,Game Changers,International,,266,1385.0,3–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NQ,TOG Kitsune,Y1NQ,Game Changers,Germany,de,267,1385.0,5–5,0.0,,Valorant,https://owcdn.net/img/6281e47f22703.png
Y1E9,Visionarity,Y1E9,Game Changers,Europe,,268,1385.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1FE,GYT,W1FE,Game Changers,United States,us,269,1384.0,2–1,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1P7,MEOVV,Z1P7,Game Changers,International,,270,1384.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1GJ,DRAKAINAS,Y1GJ,Game Changers,France,fr,271,1384.0,3–2,0.0,,Valorant,https://owcdn.net/img/662897d695f5f.png
A1AM,Devils.one Female,A1AM,Game Changers,International,,272,1384.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
